location,reference_date,horizon,target_end_date,target,value
32,2023-04-29,1,2023-05-06,wk inc flu hosp,5
32,2023-04-29,2,2023-05-13,wk inc flu hosp,6
32,2023-04-29,3,2023-05-20,wk inc flu hosp,4
32,2023-05-06,0,2023-05-06,wk inc flu hosp,5
32,2023-05-06,1,2023-05-13,wk inc flu hosp,6
32,2023-05-06,2,2023-05-20,wk inc flu hosp,4
32,2023-05-06,3,2023-05-27,wk inc flu hosp,5
32,2023-05-13,0,2023-05-13,wk inc flu hosp,6
32,2023-05-13,1,2023-05-20,wk inc flu hosp,4
32,2023-05-13,2,2023-05-27,wk inc flu hosp,5
32,2023-05-13,3,2023-06-03,wk inc flu hosp,7
32,2023-05-20,0,2023-05-20,wk inc flu hosp,4
32,2023-05-20,1,2023-05-27,wk inc flu hosp,5
32,2023-05-20,2,2023-06-03,wk inc flu hosp,7
32,2023-05-20,3,2023-06-10,wk inc flu hosp,12
32,2023-05-27,0,2023-05-27,wk inc flu hosp,5
32,2023-05-27,1,2023-06-03,wk inc flu hosp,7
32,2023-05-27,2,2023-06-10,wk inc flu hosp,12
32,2023-05-27,3,2023-06-17,wk inc flu hosp,7
33,2022-10-22,0,2022-10-22,wk inc flu hosp,1
33,2022-10-22,1,2022-10-29,wk inc flu hosp,0
33,2022-10-22,2,2022-11-05,wk inc flu hosp,3
33,2022-10-22,3,2022-11-12,wk inc flu hosp,5
33,2022-10-29,0,2022-10-29,wk inc flu hosp,0
33,2022-10-29,1,2022-11-05,wk inc flu hosp,3
33,2022-10-29,2,2022-11-12,wk inc flu hosp,5
33,2022-10-29,3,2022-11-19,wk inc flu hosp,7
33,2022-11-05,0,2022-11-05,wk inc flu hosp,3
33,2022-11-05,1,2022-11-12,wk inc flu hosp,5
33,2022-11-05,2,2022-11-19,wk inc flu hosp,7
33,2022-11-05,3,2022-11-26,wk inc flu hosp,12
33,2022-11-12,0,2022-11-12,wk inc flu hosp,5
33,2022-11-12,1,2022-11-19,wk inc flu hosp,7
33,2022-11-12,2,2022-11-26,wk inc flu hosp,12
33,2022-11-12,3,2022-12-03,wk inc flu hosp,36
33,2022-11-19,0,2022-11-19,wk inc flu hosp,7
33,2022-11-19,1,2022-11-26,wk inc flu hosp,12
33,2022-11-19,2,2022-12-03,wk inc flu hosp,36
33,2022-11-19,3,2022-12-10,wk inc flu hosp,73
33,2022-11-26,0,2022-11-26,wk inc flu hosp,12
33,2022-11-26,1,2022-12-03,wk inc flu hosp,36
33,2022-11-26,2,2022-12-10,wk inc flu hosp,73
33,2022-11-26,3,2022-12-17,wk inc flu hosp,87
33,2022-12-03,0,2022-12-03,wk inc flu hosp,36
33,2022-12-03,1,2022-12-10,wk inc flu hosp,73
33,2022-12-03,2,2022-12-17,wk inc flu hosp,87
33,2022-12-03,3,2022-12-24,wk inc flu hosp,120
33,2022-12-10,0,2022-12-10,wk inc flu hosp,73
33,2022-12-10,1,2022-12-17,wk inc flu hosp,87
33,2022-12-10,2,2022-12-24,wk inc flu hosp,120
33,2022-12-10,3,2022-12-31,wk inc flu hosp,142
33,2022-12-17,0,2022-12-17,wk inc flu hosp,87
33,2022-12-17,1,2022-12-24,wk inc flu hosp,120
33,2022-12-17,2,2022-12-31,wk inc flu hosp,142
33,2022-12-17,3,2023-01-07,wk inc flu hosp,100
33,2022-12-24,0,2022-12-24,wk inc flu hosp,120
33,2022-12-24,1,2022-12-31,wk inc flu hosp,142
33,2022-12-24,2,2023-01-07,wk inc flu hosp,100
33,2022-12-24,3,2023-01-14,wk inc flu hosp,44
33,2022-12-31,0,2022-12-31,wk inc flu hosp,142
33,2022-12-31,1,2023-01-07,wk inc flu hosp,100
33,2022-12-31,2,2023-01-14,wk inc flu hosp,44
33,2022-12-31,3,2023-01-21,wk inc flu hosp,20
33,2023-01-07,0,2023-01-07,wk inc flu hosp,100
33,2023-01-07,1,2023-01-14,wk inc flu hosp,44
33,2023-01-07,2,2023-01-21,wk inc flu hosp,20
33,2023-01-07,3,2023-01-28,wk inc flu hosp,20
33,2023-01-14,0,2023-01-14,wk inc flu hosp,44
33,2023-01-14,1,2023-01-21,wk inc flu hosp,20
33,2023-01-14,2,2023-01-28,wk inc flu hosp,20
33,2023-01-14,3,2023-02-04,wk inc flu hosp,1
33,2023-01-21,0,2023-01-21,wk inc flu hosp,20
33,2023-01-21,1,2023-01-28,wk inc flu hosp,20
33,2023-01-21,2,2023-02-04,wk inc flu hosp,1
33,2023-01-21,3,2023-02-11,wk inc flu hosp,9
33,2023-01-28,0,2023-01-28,wk inc flu hosp,20
33,2023-01-28,1,2023-02-04,wk inc flu hosp,1
33,2023-01-28,2,2023-02-11,wk inc flu hosp,9
33,2023-01-28,3,2023-02-18,wk inc flu hosp,4
33,2023-02-04,0,2023-02-04,wk inc flu hosp,1
33,2023-02-04,1,2023-02-11,wk inc flu hosp,9
33,2023-02-04,2,2023-02-18,wk inc flu hosp,4
33,2023-02-04,3,2023-02-25,wk inc flu hosp,2
33,2023-02-11,0,2023-02-11,wk inc flu hosp,9
33,2023-02-11,1,2023-02-18,wk inc flu hosp,4
33,2023-02-11,2,2023-02-25,wk inc flu hosp,2
33,2023-02-11,3,2023-03-04,wk inc flu hosp,1
33,2023-02-18,0,2023-02-18,wk inc flu hosp,4
33,2023-02-18,1,2023-02-25,wk inc flu hosp,2
33,2023-02-18,2,2023-03-04,wk inc flu hosp,1
33,2023-02-18,3,2023-03-11,wk inc flu hosp,6
33,2023-02-25,0,2023-02-25,wk inc flu hosp,2
33,2023-02-25,1,2023-03-04,wk inc flu hosp,1
33,2023-02-25,2,2023-03-11,wk inc flu hosp,6
33,2023-02-25,3,2023-03-18,wk inc flu hosp,9
33,2023-03-04,0,2023-03-04,wk inc flu hosp,1
33,2023-03-04,1,2023-03-11,wk inc flu hosp,6
33,2023-03-04,2,2023-03-18,wk inc flu hosp,9
33,2023-03-04,3,2023-03-25,wk inc flu hosp,9
33,2023-03-11,0,2023-03-11,wk inc flu hosp,6
33,2023-03-11,1,2023-03-18,wk inc flu hosp,9
33,2023-03-11,2,2023-03-25,wk inc flu hosp,9
33,2023-03-11,3,2023-04-01,wk inc flu hosp,9
33,2023-03-18,0,2023-03-18,wk inc flu hosp,9
33,2023-03-18,1,2023-03-25,wk inc flu hosp,9
33,2023-03-18,2,2023-04-01,wk inc flu hosp,9
33,2023-03-18,3,2023-04-08,wk inc flu hosp,5
33,2023-03-25,0,2023-03-25,wk inc flu hosp,9
33,2023-03-25,1,2023-04-01,wk inc flu hosp,9
33,2023-03-25,2,2023-04-08,wk inc flu hosp,5
33,2023-03-25,3,2023-04-15,wk inc flu hosp,0
33,2023-04-01,0,2023-04-01,wk inc flu hosp,9
33,2023-04-01,1,2023-04-08,wk inc flu hosp,5
33,2023-04-01,2,2023-04-15,wk inc flu hosp,0
33,2023-04-01,3,2023-04-22,wk inc flu hosp,1
33,2023-04-08,0,2023-04-08,wk inc flu hosp,5
33,2023-04-08,1,2023-04-15,wk inc flu hosp,0
33,2023-04-08,2,2023-04-22,wk inc flu hosp,1
33,2023-04-08,3,2023-04-29,wk inc flu hosp,3
33,2023-04-15,0,2023-04-15,wk inc flu hosp,0
33,2023-04-15,1,2023-04-22,wk inc flu hosp,1
33,2023-04-15,2,2023-04-29,wk inc flu hosp,3
33,2023-04-15,3,2023-05-06,wk inc flu hosp,2
33,2023-04-22,0,2023-04-22,wk inc flu hosp,1
33,2023-04-22,1,2023-04-29,wk inc flu hosp,3
33,2023-04-22,2,2023-05-06,wk inc flu hosp,2
33,2023-04-22,3,2023-05-13,wk inc flu hosp,1
33,2023-04-29,0,2023-04-29,wk inc flu hosp,3
33,2023-04-29,1,2023-05-06,wk inc flu hosp,2
33,2023-04-29,2,2023-05-13,wk inc flu hosp,1
33,2023-04-29,3,2023-05-20,wk inc flu hosp,1
33,2023-05-06,0,2023-05-06,wk inc flu hosp,2
33,2023-05-06,1,2023-05-13,wk inc flu hosp,1
33,2023-05-06,2,2023-05-20,wk inc flu hosp,1
33,2023-05-06,3,2023-05-27,wk inc flu hosp,3
33,2023-05-13,0,2023-05-13,wk inc flu hosp,1
33,2023-05-13,1,2023-05-20,wk inc flu hosp,1
33,2023-05-13,2,2023-05-27,wk inc flu hosp,3
33,2023-05-13,3,2023-06-03,wk inc flu hosp,1
33,2023-05-20,0,2023-05-20,wk inc flu hosp,1
33,2023-05-20,1,2023-05-27,wk inc flu hosp,3
33,2023-05-20,2,2023-06-03,wk inc flu hosp,1
33,2023-05-20,3,2023-06-10,wk inc flu hosp,0
33,2023-05-27,0,2023-05-27,wk inc flu hosp,3
33,2023-05-27,1,2023-06-03,wk inc flu hosp,1
33,2023-05-27,2,2023-06-10,wk inc flu hosp,0
33,2023-05-27,3,2023-06-17,wk inc flu hosp,2
34,2022-10-22,0,2022-10-22,wk inc flu hosp,32
34,2022-10-22,1,2022-10-29,wk inc flu hosp,76
34,2022-10-22,2,2022-11-05,wk inc flu hosp,183
34,2022-10-22,3,2022-11-12,wk inc flu hosp,309
34,2022-10-29,0,2022-10-29,wk inc flu hosp,76
34,2022-10-29,1,2022-11-05,wk inc flu hosp,183
34,2022-10-29,2,2022-11-12,wk inc flu hosp,309
34,2022-10-29,3,2022-11-19,wk inc flu hosp,324
34,2022-11-05,0,2022-11-05,wk inc flu hosp,183
34,2022-11-05,1,2022-11-12,wk inc flu hosp,309
34,2022-11-05,2,2022-11-19,wk inc flu hosp,324
34,2022-11-05,3,2022-11-26,wk inc flu hosp,581
34,2022-11-12,0,2022-11-12,wk inc flu hosp,309
34,2022-11-12,1,2022-11-19,wk inc flu hosp,324
34,2022-11-12,2,2022-11-26,wk inc flu hosp,581
34,2022-11-12,3,2022-12-03,wk inc flu hosp,892
34,2022-11-19,0,2022-11-19,wk inc flu hosp,324
34,2022-11-19,1,2022-11-26,wk inc flu hosp,581
34,2022-11-19,2,2022-12-03,wk inc flu hosp,892
34,2022-11-19,3,2022-12-10,wk inc flu hosp,738
34,2022-11-26,0,2022-11-26,wk inc flu hosp,581
34,2022-11-26,1,2022-12-03,wk inc flu hosp,892
34,2022-11-26,2,2022-12-10,wk inc flu hosp,738
34,2022-11-26,3,2022-12-17,wk inc flu hosp,609
34,2022-12-03,0,2022-12-03,wk inc flu hosp,892
34,2022-12-03,1,2022-12-10,wk inc flu hosp,738
34,2022-12-03,2,2022-12-17,wk inc flu hosp,609
34,2022-12-03,3,2022-12-24,wk inc flu hosp,522
34,2022-12-10,0,2022-12-10,wk inc flu hosp,738
34,2022-12-10,1,2022-12-17,wk inc flu hosp,609
34,2022-12-10,2,2022-12-24,wk inc flu hosp,522
34,2022-12-10,3,2022-12-31,wk inc flu hosp,505
34,2022-12-17,0,2022-12-17,wk inc flu hosp,609
34,2022-12-17,1,2022-12-24,wk inc flu hosp,522
34,2022-12-17,2,2022-12-31,wk inc flu hosp,505
34,2022-12-17,3,2023-01-07,wk inc flu hosp,316
34,2022-12-24,0,2022-12-24,wk inc flu hosp,522
34,2022-12-24,1,2022-12-31,wk inc flu hosp,505
34,2022-12-24,2,2023-01-07,wk inc flu hosp,316
34,2022-12-24,3,2023-01-14,wk inc flu hosp,157
34,2022-12-31,0,2022-12-31,wk inc flu hosp,505
34,2022-12-31,1,2023-01-07,wk inc flu hosp,316
34,2022-12-31,2,2023-01-14,wk inc flu hosp,157
34,2022-12-31,3,2023-01-21,wk inc flu hosp,102
34,2023-01-07,0,2023-01-07,wk inc flu hosp,316
34,2023-01-07,1,2023-01-14,wk inc flu hosp,157
34,2023-01-07,2,2023-01-21,wk inc flu hosp,102
34,2023-01-07,3,2023-01-28,wk inc flu hosp,70
34,2023-01-14,0,2023-01-14,wk inc flu hosp,157
34,2023-01-14,1,2023-01-21,wk inc flu hosp,102
34,2023-01-14,2,2023-01-28,wk inc flu hosp,70
34,2023-01-14,3,2023-02-04,wk inc flu hosp,31
34,2023-01-21,0,2023-01-21,wk inc flu hosp,102
34,2023-01-21,1,2023-01-28,wk inc flu hosp,70
34,2023-01-21,2,2023-02-04,wk inc flu hosp,31
34,2023-01-21,3,2023-02-11,wk inc flu hosp,28
34,2023-01-28,0,2023-01-28,wk inc flu hosp,70
34,2023-01-28,1,2023-02-04,wk inc flu hosp,31
34,2023-01-28,2,2023-02-11,wk inc flu hosp,28
34,2023-01-28,3,2023-02-18,wk inc flu hosp,56
34,2023-02-04,0,2023-02-04,wk inc flu hosp,31
34,2023-02-04,1,2023-02-11,wk inc flu hosp,28
34,2023-02-04,2,2023-02-18,wk inc flu hosp,56
34,2023-02-04,3,2023-02-25,wk inc flu hosp,41
34,2023-02-11,0,2023-02-11,wk inc flu hosp,28
34,2023-02-11,1,2023-02-18,wk inc flu hosp,56
34,2023-02-11,2,2023-02-25,wk inc flu hosp,41
34,2023-02-11,3,2023-03-04,wk inc flu hosp,27
34,2023-02-18,0,2023-02-18,wk inc flu hosp,56
34,2023-02-18,1,2023-02-25,wk inc flu hosp,41
34,2023-02-18,2,2023-03-04,wk inc flu hosp,27
34,2023-02-18,3,2023-03-11,wk inc flu hosp,25
34,2023-02-25,0,2023-02-25,wk inc flu hosp,41
34,2023-02-25,1,2023-03-04,wk inc flu hosp,27
34,2023-02-25,2,2023-03-11,wk inc flu hosp,25
34,2023-02-25,3,2023-03-18,wk inc flu hosp,22
34,2023-03-04,0,2023-03-04,wk inc flu hosp,27
34,2023-03-04,1,2023-03-11,wk inc flu hosp,25
34,2023-03-04,2,2023-03-18,wk inc flu hosp,22
34,2023-03-04,3,2023-03-25,wk inc flu hosp,45
34,2023-03-11,0,2023-03-11,wk inc flu hosp,25
34,2023-03-11,1,2023-03-18,wk inc flu hosp,22
34,2023-03-11,2,2023-03-25,wk inc flu hosp,45
34,2023-03-11,3,2023-04-01,wk inc flu hosp,37
34,2023-03-18,0,2023-03-18,wk inc flu hosp,22
34,2023-03-18,1,2023-03-25,wk inc flu hosp,45
34,2023-03-18,2,2023-04-01,wk inc flu hosp,37
34,2023-03-18,3,2023-04-08,wk inc flu hosp,41
34,2023-03-25,0,2023-03-25,wk inc flu hosp,45
34,2023-03-25,1,2023-04-01,wk inc flu hosp,37
34,2023-03-25,2,2023-04-08,wk inc flu hosp,41
34,2023-03-25,3,2023-04-15,wk inc flu hosp,43
34,2023-04-01,0,2023-04-01,wk inc flu hosp,37
34,2023-04-01,1,2023-04-08,wk inc flu hosp,41
34,2023-04-01,2,2023-04-15,wk inc flu hosp,43
34,2023-04-01,3,2023-04-22,wk inc flu hosp,35
34,2023-04-08,0,2023-04-08,wk inc flu hosp,41
34,2023-04-08,1,2023-04-15,wk inc flu hosp,43
34,2023-04-08,2,2023-04-22,wk inc flu hosp,35
34,2023-04-08,3,2023-04-29,wk inc flu hosp,12
34,2023-04-15,0,2023-04-15,wk inc flu hosp,43
34,2023-04-15,1,2023-04-22,wk inc flu hosp,35
34,2023-04-15,2,2023-04-29,wk inc flu hosp,12
34,2023-04-15,3,2023-05-06,wk inc flu hosp,21
34,2023-04-22,0,2023-04-22,wk inc flu hosp,35
34,2023-04-22,1,2023-04-29,wk inc flu hosp,12
34,2023-04-22,2,2023-05-06,wk inc flu hosp,21
34,2023-04-22,3,2023-05-13,wk inc flu hosp,22
34,2023-04-29,0,2023-04-29,wk inc flu hosp,12
34,2023-04-29,1,2023-05-06,wk inc flu hosp,21
34,2023-04-29,2,2023-05-13,wk inc flu hosp,22
34,2023-04-29,3,2023-05-20,wk inc flu hosp,15
34,2023-05-06,0,2023-05-06,wk inc flu hosp,21
34,2023-05-06,1,2023-05-13,wk inc flu hosp,22
34,2023-05-06,2,2023-05-20,wk inc flu hosp,15
34,2023-05-06,3,2023-05-27,wk inc flu hosp,19
34,2023-05-13,0,2023-05-13,wk inc flu hosp,22
34,2023-05-13,1,2023-05-20,wk inc flu hosp,15
34,2023-05-13,2,2023-05-27,wk inc flu hosp,19
34,2023-05-13,3,2023-06-03,wk inc flu hosp,27
34,2023-05-20,0,2023-05-20,wk inc flu hosp,15
34,2023-05-20,1,2023-05-27,wk inc flu hosp,19
34,2023-05-20,2,2023-06-03,wk inc flu hosp,27
34,2023-05-20,3,2023-06-10,wk inc flu hosp,12
34,2023-05-27,0,2023-05-27,wk inc flu hosp,19
34,2023-05-27,1,2023-06-03,wk inc flu hosp,27
34,2023-05-27,2,2023-06-10,wk inc flu hosp,12
34,2023-05-27,3,2023-06-17,wk inc flu hosp,8
35,2022-10-22,0,2022-10-22,wk inc flu hosp,29
35,2022-10-22,1,2022-10-29,wk inc flu hosp,56
35,2022-10-22,2,2022-11-05,wk inc flu hosp,97
35,2022-10-22,3,2022-11-12,wk inc flu hosp,154
35,2022-10-29,0,2022-10-29,wk inc flu hosp,56
35,2022-10-29,1,2022-11-05,wk inc flu hosp,97
35,2022-10-29,2,2022-11-12,wk inc flu hosp,154
35,2022-10-29,3,2022-11-19,wk inc flu hosp,159
35,2022-11-05,0,2022-11-05,wk inc flu hosp,97
35,2022-11-05,1,2022-11-12,wk inc flu hosp,154
35,2022-11-05,2,2022-11-19,wk inc flu hosp,159
35,2022-11-05,3,2022-11-26,wk inc flu hosp,190
35,2022-11-12,0,2022-11-12,wk inc flu hosp,154
35,2022-11-12,1,2022-11-19,wk inc flu hosp,159
35,2022-11-12,2,2022-11-26,wk inc flu hosp,190
35,2022-11-12,3,2022-12-03,wk inc flu hosp,371
35,2022-11-19,0,2022-11-19,wk inc flu hosp,159
35,2022-11-19,1,2022-11-26,wk inc flu hosp,190
35,2022-11-19,2,2022-12-03,wk inc flu hosp,371
35,2022-11-19,3,2022-12-10,wk inc flu hosp,417
35,2022-11-26,0,2022-11-26,wk inc flu hosp,190
35,2022-11-26,1,2022-12-03,wk inc flu hosp,371
35,2022-11-26,2,2022-12-10,wk inc flu hosp,417
35,2022-11-26,3,2022-12-17,wk inc flu hosp,351
35,2022-12-03,0,2022-12-03,wk inc flu hosp,371
35,2022-12-03,1,2022-12-10,wk inc flu hosp,417
35,2022-12-03,2,2022-12-17,wk inc flu hosp,351
35,2022-12-03,3,2022-12-24,wk inc flu hosp,352
35,2022-12-10,0,2022-12-10,wk inc flu hosp,417
35,2022-12-10,1,2022-12-17,wk inc flu hosp,351
35,2022-12-10,2,2022-12-24,wk inc flu hosp,352
35,2022-12-10,3,2022-12-31,wk inc flu hosp,269
35,2022-12-17,0,2022-12-17,wk inc flu hosp,351
35,2022-12-17,1,2022-12-24,wk inc flu hosp,352
35,2022-12-17,2,2022-12-31,wk inc flu hosp,269
35,2022-12-17,3,2023-01-07,wk inc flu hosp,163
35,2022-12-24,0,2022-12-24,wk inc flu hosp,352
35,2022-12-24,1,2022-12-31,wk inc flu hosp,269
35,2022-12-24,2,2023-01-07,wk inc flu hosp,163
35,2022-12-24,3,2023-01-14,wk inc flu hosp,43
35,2022-12-31,0,2022-12-31,wk inc flu hosp,269
35,2022-12-31,1,2023-01-07,wk inc flu hosp,163
35,2022-12-31,2,2023-01-14,wk inc flu hosp,43
35,2022-12-31,3,2023-01-21,wk inc flu hosp,30
35,2023-01-07,0,2023-01-07,wk inc flu hosp,163
35,2023-01-07,1,2023-01-14,wk inc flu hosp,43
35,2023-01-07,2,2023-01-21,wk inc flu hosp,30
35,2023-01-07,3,2023-01-28,wk inc flu hosp,17
35,2023-01-14,0,2023-01-14,wk inc flu hosp,43
35,2023-01-14,1,2023-01-21,wk inc flu hosp,30
35,2023-01-14,2,2023-01-28,wk inc flu hosp,17
35,2023-01-14,3,2023-02-04,wk inc flu hosp,9
35,2023-01-21,0,2023-01-21,wk inc flu hosp,30
35,2023-01-21,1,2023-01-28,wk inc flu hosp,17
35,2023-01-21,2,2023-02-04,wk inc flu hosp,9
35,2023-01-21,3,2023-02-11,wk inc flu hosp,9
35,2023-01-28,0,2023-01-28,wk inc flu hosp,17
35,2023-01-28,1,2023-02-04,wk inc flu hosp,9
35,2023-01-28,2,2023-02-11,wk inc flu hosp,9
35,2023-01-28,3,2023-02-18,wk inc flu hosp,3
35,2023-02-04,0,2023-02-04,wk inc flu hosp,9
35,2023-02-04,1,2023-02-11,wk inc flu hosp,9
35,2023-02-04,2,2023-02-18,wk inc flu hosp,3
35,2023-02-04,3,2023-02-25,wk inc flu hosp,12
35,2023-02-11,0,2023-02-11,wk inc flu hosp,9
35,2023-02-11,1,2023-02-18,wk inc flu hosp,3
35,2023-02-11,2,2023-02-25,wk inc flu hosp,12
35,2023-02-11,3,2023-03-04,wk inc flu hosp,15
35,2023-02-18,0,2023-02-18,wk inc flu hosp,3
35,2023-02-18,1,2023-02-25,wk inc flu hosp,12
35,2023-02-18,2,2023-03-04,wk inc flu hosp,15
35,2023-02-18,3,2023-03-11,wk inc flu hosp,5
35,2023-02-25,0,2023-02-25,wk inc flu hosp,12
35,2023-02-25,1,2023-03-04,wk inc flu hosp,15
35,2023-02-25,2,2023-03-11,wk inc flu hosp,5
35,2023-02-25,3,2023-03-18,wk inc flu hosp,3
35,2023-03-04,0,2023-03-04,wk inc flu hosp,15
35,2023-03-04,1,2023-03-11,wk inc flu hosp,5
35,2023-03-04,2,2023-03-18,wk inc flu hosp,3
35,2023-03-04,3,2023-03-25,wk inc flu hosp,4
35,2023-03-11,0,2023-03-11,wk inc flu hosp,5
35,2023-03-11,1,2023-03-18,wk inc flu hosp,3
35,2023-03-11,2,2023-03-25,wk inc flu hosp,4
35,2023-03-11,3,2023-04-01,wk inc flu hosp,8
35,2023-03-18,0,2023-03-18,wk inc flu hosp,3
35,2023-03-18,1,2023-03-25,wk inc flu hosp,4
35,2023-03-18,2,2023-04-01,wk inc flu hosp,8
35,2023-03-18,3,2023-04-08,wk inc flu hosp,1
35,2023-03-25,0,2023-03-25,wk inc flu hosp,4
35,2023-03-25,1,2023-04-01,wk inc flu hosp,8
35,2023-03-25,2,2023-04-08,wk inc flu hosp,1
35,2023-03-25,3,2023-04-15,wk inc flu hosp,4
35,2023-04-01,0,2023-04-01,wk inc flu hosp,8
35,2023-04-01,1,2023-04-08,wk inc flu hosp,1
35,2023-04-01,2,2023-04-15,wk inc flu hosp,4
35,2023-04-01,3,2023-04-22,wk inc flu hosp,8
35,2023-04-08,0,2023-04-08,wk inc flu hosp,1
35,2023-04-08,1,2023-04-15,wk inc flu hosp,4
35,2023-04-08,2,2023-04-22,wk inc flu hosp,8
35,2023-04-08,3,2023-04-29,wk inc flu hosp,2
35,2023-04-15,0,2023-04-15,wk inc flu hosp,4
35,2023-04-15,1,2023-04-22,wk inc flu hosp,8
35,2023-04-15,2,2023-04-29,wk inc flu hosp,2
35,2023-04-15,3,2023-05-06,wk inc flu hosp,1
35,2023-04-22,0,2023-04-22,wk inc flu hosp,8
35,2023-04-22,1,2023-04-29,wk inc flu hosp,2
35,2023-04-22,2,2023-05-06,wk inc flu hosp,1
35,2023-04-22,3,2023-05-13,wk inc flu hosp,1
35,2023-04-29,0,2023-04-29,wk inc flu hosp,2
35,2023-04-29,1,2023-05-06,wk inc flu hosp,1
35,2023-04-29,2,2023-05-13,wk inc flu hosp,1
35,2023-04-29,3,2023-05-20,wk inc flu hosp,4
35,2023-05-06,0,2023-05-06,wk inc flu hosp,1
35,2023-05-06,1,2023-05-13,wk inc flu hosp,1
35,2023-05-06,2,2023-05-20,wk inc flu hosp,4
35,2023-05-06,3,2023-05-27,wk inc flu hosp,3
35,2023-05-13,0,2023-05-13,wk inc flu hosp,1
35,2023-05-13,1,2023-05-20,wk inc flu hosp,4
35,2023-05-13,2,2023-05-27,wk inc flu hosp,3
35,2023-05-13,3,2023-06-03,wk inc flu hosp,2
35,2023-05-20,0,2023-05-20,wk inc flu hosp,4
35,2023-05-20,1,2023-05-27,wk inc flu hosp,3
35,2023-05-20,2,2023-06-03,wk inc flu hosp,2
35,2023-05-20,3,2023-06-10,wk inc flu hosp,1
35,2023-05-27,0,2023-05-27,wk inc flu hosp,3
35,2023-05-27,1,2023-06-03,wk inc flu hosp,2
35,2023-05-27,2,2023-06-10,wk inc flu hosp,1
35,2023-05-27,3,2023-06-17,wk inc flu hosp,1
36,2022-10-22,0,2022-10-22,wk inc flu hosp,49
36,2022-10-22,1,2022-10-29,wk inc flu hosp,107
36,2022-10-22,2,2022-11-05,wk inc flu hosp,206
36,2022-10-22,3,2022-11-12,wk inc flu hosp,300
36,2022-10-29,0,2022-10-29,wk inc flu hosp,107
36,2022-10-29,1,2022-11-05,wk inc flu hosp,206
36,2022-10-29,2,2022-11-12,wk inc flu hosp,300
36,2022-10-29,3,2022-11-19,wk inc flu hosp,508
36,2022-11-05,0,2022-11-05,wk inc flu hosp,206
36,2022-11-05,1,2022-11-12,wk inc flu hosp,300
36,2022-11-05,2,2022-11-19,wk inc flu hosp,508
36,2022-11-05,3,2022-11-26,wk inc flu hosp,871
36,2022-11-12,0,2022-11-12,wk inc flu hosp,300
36,2022-11-12,1,2022-11-19,wk inc flu hosp,508
36,2022-11-12,2,2022-11-26,wk inc flu hosp,871
36,2022-11-12,3,2022-12-03,wk inc flu hosp,1350
36,2022-11-19,0,2022-11-19,wk inc flu hosp,508
36,2022-11-19,1,2022-11-26,wk inc flu hosp,871
36,2022-11-19,2,2022-12-03,wk inc flu hosp,1350
36,2022-11-19,3,2022-12-10,wk inc flu hosp,1531
36,2022-11-26,0,2022-11-26,wk inc flu hosp,871
36,2022-11-26,1,2022-12-03,wk inc flu hosp,1350
36,2022-11-26,2,2022-12-10,wk inc flu hosp,1531
36,2022-11-26,3,2022-12-17,wk inc flu hosp,1741
36,2022-12-03,0,2022-12-03,wk inc flu hosp,1350
36,2022-12-03,1,2022-12-10,wk inc flu hosp,1531
36,2022-12-03,2,2022-12-17,wk inc flu hosp,1741
36,2022-12-03,3,2022-12-24,wk inc flu hosp,1485
36,2022-12-10,0,2022-12-10,wk inc flu hosp,1531
36,2022-12-10,1,2022-12-17,wk inc flu hosp,1741
36,2022-12-10,2,2022-12-24,wk inc flu hosp,1485
36,2022-12-10,3,2022-12-31,wk inc flu hosp,1273
36,2022-12-17,0,2022-12-17,wk inc flu hosp,1741
36,2022-12-17,1,2022-12-24,wk inc flu hosp,1485
36,2022-12-17,2,2022-12-31,wk inc flu hosp,1273
36,2022-12-17,3,2023-01-07,wk inc flu hosp,797
36,2022-12-24,0,2022-12-24,wk inc flu hosp,1485
36,2022-12-24,1,2022-12-31,wk inc flu hosp,1273
36,2022-12-24,2,2023-01-07,wk inc flu hosp,797
36,2022-12-24,3,2023-01-14,wk inc flu hosp,425
36,2022-12-31,0,2022-12-31,wk inc flu hosp,1273
36,2022-12-31,1,2023-01-07,wk inc flu hosp,797
36,2022-12-31,2,2023-01-14,wk inc flu hosp,425
36,2022-12-31,3,2023-01-21,wk inc flu hosp,243
36,2023-01-07,0,2023-01-07,wk inc flu hosp,797
36,2023-01-07,1,2023-01-14,wk inc flu hosp,425
36,2023-01-07,2,2023-01-21,wk inc flu hosp,243
36,2023-01-07,3,2023-01-28,wk inc flu hosp,154
36,2023-01-14,0,2023-01-14,wk inc flu hosp,425
36,2023-01-14,1,2023-01-21,wk inc flu hosp,243
36,2023-01-14,2,2023-01-28,wk inc flu hosp,154
36,2023-01-14,3,2023-02-04,wk inc flu hosp,94
36,2023-01-21,0,2023-01-21,wk inc flu hosp,243
36,2023-01-21,1,2023-01-28,wk inc flu hosp,154
36,2023-01-21,2,2023-02-04,wk inc flu hosp,94
36,2023-01-21,3,2023-02-11,wk inc flu hosp,98
36,2023-01-28,0,2023-01-28,wk inc flu hosp,154
36,2023-01-28,1,2023-02-04,wk inc flu hosp,94
36,2023-01-28,2,2023-02-11,wk inc flu hosp,98
36,2023-01-28,3,2023-02-18,wk inc flu hosp,84
36,2023-02-04,0,2023-02-04,wk inc flu hosp,94
36,2023-02-04,1,2023-02-11,wk inc flu hosp,98
